EnsaioId;line;Conc Albumina;Conc Creatinina;Conc Ureia;Estadio;LED1_avg;LED2_avg;LED3_avg;LED4_avg;LED5_avg;LED6_avg
964;50;3,8;5,18;180;Estadio 5;2,66144;0,381586;2,65733;0,786227;2,66602;1,5359
964;50;3,8;5,18;180;Estadio 5;2,66138;0,381638;2,65722;0,786817;2,66604;1,53914
964;50;3,8;5,18;180;Estadio 5;2,66148;0,381488;2,65737;0,786717;2,66602;1,53958
964;50;3,8;5,18;180;Estadio 5;2,6614;0,381555;2,65719;0,787201;2,66605;1,53878
966;43;4,25;2,6;128;Estadio 4;2,6615;0,381754;2,65735;0,7873;2,66616;1,5392
966;43;4,25;2,6;128;Estadio 4;2,66156;0,381502;2,65734;0,78693;2,66606;1,60679
966;43;4,25;2,6;128;Estadio 4;2,66158;0,381398;2,65739;0,786596;2,66609;1,65086
966;43;4,25;2,6;128;Estadio 4;2,66161;0,381374;2,65732;0,787447;2,66613;1,64722
966;43;4,25;2,6;128;Estadio 4;2,66148;0,381375;2,65741;0,786791;2,66614;1,64706
966;43;4,25;2,6;128;Estadio 4;2,66136;0,381433;2,65717;0,787141;2,66605;1,64114
966;43;4,25;2,6;128;Estadio 4;2,66143;0,381362;2,65723;0,786697;2,66602;1,63483
966;43;4,25;2,6;128;Estadio 4;2,66142;0,381468;2,65719;0,786676;2,66597;1,63705
966;43;4,25;2,6;128;Estadio 4;2,66143;0,381397;2,65731;0,786752;2,66597;1,63874
966;43;4,25;2,6;128;Estadio 4;2,66137;0,381401;2,65719;0,786766;2,66595;1,63944
968;44;4,45;2,6;134;Estadio 4;2,66159;0,38139;2,65735;0,787588;2,66621;1,63565
968;44;4,45;2,6;134;Estadio 4;2,66157;0,381342;2,65746;0,787634;2,66617;1,63786
968;44;4,45;2,6;134;Estadio 4;2,6614;0,381473;2,65733;0,787322;2,66602;1,63981
968;44;4,45;2,6;134;Estadio 4;2,66148;0,381408;2,65729;0,786943;2,66606;1,64524
968;44;4,45;2,6;134;Estadio 4;2,66139;0,381353;2,65724;0,787641;2,66597;1,64342
968;44;4,45;2,6;134;Estadio 4;2,66152;0,38136;2,65733;0,787463;2,66609;1,64119
968;44;4,45;2,6;134;Estadio 4;2,66141;0,381311;2,65733;0,787991;2,66607;1,64258
968;44;4,45;2,6;134;Estadio 4;2,6614;0,381321;2,6573;0,787301;2,666;1,64253
968;44;4,45;2,6;134;Estadio 4;2,66143;0,381331;2,65731;0,787385;2,66607;1,64309
968;44;4,45;2,6;134;Estadio 4;2,66138;0,381395;2,6572;0,787331;2,66593;1,64212
970;52;4,05;3,7;255;Estadio 5;2,66142;0,381671;2,65727;0,785783;2,66597;1,63541
970;52;4,05;3,7;255;Estadio 5;2,66138;0,381519;2,6572;0,78586;2,66603;1,63711
970;52;4,05;3,7;255;Estadio 5;2,66147;0,381481;2,65729;0,785845;2,66604;1,63924
970;52;4,05;3,7;255;Estadio 5;2,66145;0,3815;2,6572;0,78673;2,66593;1,63761
970;52;4,05;3,7;255;Estadio 5;2,66138;0,381495;2,65727;0,786011;2,66598;1,63844
970;52;4,05;3,7;255;Estadio 5;2,66134;0,381531;2,65722;0,785955;2,66597;1,63561
970;52;4,05;3,7;255;Estadio 5;2,6614;0,381446;2,6573;0,78561;2,66601;1,63478
970;52;4,05;3,7;255;Estadio 5;2,66129;0,381522;2,65712;0,785751;2,66592;1,63312
970;52;4,05;3,7;255;Estadio 5;2,66139;0,381482;2,65726;0,786065;2,66605;1,63627
970;52;4,05;3,7;255;Estadio 5;2,66144;0,381406;2,65729;0,786127;2,666;1,63766
972;45;4,35;3,1;144;Estadio 4;2,66153;0,381707;2,6574;0,785472;2,6661;1,61885
972;45;4,35;3,1;144;Estadio 4;2,6615;0,381639;2,6573;0,786433;2,66605;1,61779
972;45;4,35;3,1;144;Estadio 4;2,66139;0,381746;2,65731;0,785779;2,666;1,62064
972;45;4,35;3,1;144;Estadio 4;2,66144;0,381664;2,6573;0,787438;2,66597;1,62186
972;45;4,35;3,1;144;Estadio 4;2,66149;0,381584;2,65733;0,788047;2,66607;1,61881
972;45;4,35;3,1;144;Estadio 4;2,6615;0,381576;2,65732;0,787486;2,66608;1,62059
972;45;4,35;3,1;144;Estadio 4;2,66139;0,381656;2,65735;0,785195;2,66601;1,61569
972;45;4,35;3,1;144;Estadio 4;2,66145;0,381582;2,6573;0,78606;2,66605;1,6145
972;45;4,35;3,1;144;Estadio 4;2,66142;0,381603;2,65704;0,786675;2,66595;1,62042
972;45;4,35;3,1;144;Estadio 4;2,66143;0,381566;2,65728;0,7871;2,66601;1,61983
974;53;4,25;7,1;160;Estadio 5;2,66148;0,381713;2,65726;0,786141;2,66603;1,57941
974;53;4,25;7,1;160;Estadio 5;2,66141;0,381721;2,65721;0,786785;2,66598;1,57718
974;53;4,25;7,1;160;Estadio 5;2,66152;0,381601;2,65734;0,786368;2,66613;1,57607
974;53;4,25;7,1;160;Estadio 5;2,66148;0,381636;2,65737;0,786804;2,66607;1,57624
974;53;4,25;7,1;160;Estadio 5;2,66133;0,38162;2,65718;0,786224;2,66589;1,57713
974;53;4,25;7,1;160;Estadio 5;2,6614;0,381501;2,6573;0,786167;2,66596;1,57963
974;53;4,25;7,1;160;Estadio 5;2,66136;0,381558;2,65722;0,787071;2,66597;1,58149
974;53;4,25;7,1;160;Estadio 5;2,66138;0,381596;2,65724;0,78692;2,66594;1,57582
974;53;4,25;7,1;160;Estadio 5;2,66141;0,381568;2,65724;0,786967;2,66597;1,57796
974;53;4,25;7,1;160;Estadio 5;2,66133;0,38159;2,65718;0,786901;2,66597;1,58076
976;51;2,5;4,6;117;Estadio 5;2,66146;0,381668;2,65729;0,784646;2,66601;1,58359
976;51;2,5;4,6;117;Estadio 5;2,66131;0,381771;2,65711;0,784466;2,6658;1,58124
976;51;2,5;4,6;117;Estadio 5;2,66143;0,381683;2,65733;0,784692;2,66597;1,57847
976;51;2,5;4,6;117;Estadio 5;2,66148;0,381538;2,65736;0,783897;2,66604;1,57634
976;51;2,5;4,6;117;Estadio 5;2,66133;0,38155;2,65717;0,784425;2,66597;1,58118
976;51;2,5;4,6;117;Estadio 5;2,66131;0,381549;2,6573;0,784215;2,66592;1,58138
976;51;2,5;4,6;117;Estadio 5;2,66147;0,381504;2,65727;0,783511;2,66597;1,58619
976;51;2,5;4,6;117;Estadio 5;2,66126;0,381579;2,65713;0,784056;2,66581;1,58537
976;51;2,5;4,6;117;Estadio 5;2,66147;0,381525;2,65722;0,783736;2,66598;1,58212
976;51;2,5;4,6;117;Estadio 5;2,66134;0,381572;2,65713;0,784312;2,66585;1,58207
978;48;3,55;4,9;196;Estadio 5;2,66153;0,381598;2,65738;0,783569;2,66605;1,58034
978;48;3,55;4,9;196;Estadio 5;2,66142;0,381729;2,65726;0,784594;2,66599;1,58179
978;48;3,55;4,9;196;Estadio 5;2,66142;0,381708;2,65719;0,784728;2,66592;1,58486
978;48;3,55;4,9;196;Estadio 5;2,66134;0,381694;2,65718;0,786144;2,66584;1,58574
978;48;3,55;4,9;196;Estadio 5;2,66143;0,381655;2,65732;0,784826;2,666;1,58375
978;48;3,55;4,9;196;Estadio 5;2,66134;0,381722;2,65715;0,784824;2,6659;1,58483
978;48;3,55;4,9;196;Estadio 5;2,66136;0,381598;2,65716;0,784882;2,66595;1,58871
978;48;3,55;4,9;196;Estadio 5;2,66133;0,381562;2,65714;0,784654;2,66594;1,58576
978;48;3,55;4,9;196;Estadio 5;2,66134;0,381746;2,65723;0,784113;2,66589;1,58484
978;48;3,55;4,9;196;Estadio 5;2,66135;0,381623;2,65721;0,784425;2,66591;1,58426
980;47;3,65;4,5;162;Estadio 5;2,66146;0,381739;2,65728;0,782797;2,66598;1,59326
980;47;3,65;4,5;162;Estadio 5;2,66147;0,381595;2,65736;0,78423;2,66597;1,59581
980;47;3,65;4,5;162;Estadio 5;2,66145;0,381528;2,65728;0,783249;2,66601;1,59391
980;47;3,65;4,5;162;Estadio 5;2,66136;0,381692;2,65725;0,784064;2,66591;1,59756
980;47;3,65;4,5;162;Estadio 5;2,6614;0,381563;2,65721;0,783565;2,66597;1,599
980;47;3,65;4,5;162;Estadio 5;2,66138;0,381573;2,65712;0,783919;2,6659;1,60202
980;47;3,65;4,5;162;Estadio 5;2,66135;0,381604;2,65713;0,783895;2,66592;1,59637
980;47;3,65;4,5;162;Estadio 5;2,66137;0,381527;2,65708;0,783586;2,66586;1,59743
980;47;3,65;4,5;162;Estadio 5;2,66135;0,381591;2,65727;0,783137;2,66587;1,59814
980;47;3,65;4,5;162;Estadio 5;2,66135;0,381524;2,65719;0,783536;2,66589;1,59727
982;49;4,05;4,5;213;Estadio 5;2,66134;0,381662;2,65716;0,784179;2,66586;1,59893
982;49;4,05;4,5;213;Estadio 5;2,66128;0,3817;2,65717;0,784806;2,66585;1,60216
982;49;4,05;4,5;213;Estadio 5;2,66139;0,381488;2,65721;0,78433;2,66597;1,59942
982;49;4,05;4,5;213;Estadio 5;2,66133;0,381562;2,65717;0,784685;2,66589;1,59624
982;49;4,05;4,5;213;Estadio 5;2,66133;0,381555;2,65719;0,784777;2,66588;1,59836
982;49;4,05;4,5;213;Estadio 5;2,66126;0,381584;2,6571;0,784439;2,66577;1,59789
982;49;4,05;4,5;213;Estadio 5;2,66127;0,381632;2,65706;0,784778;2,66576;1,59717
982;49;4,05;4,5;213;Estadio 5;2,66123;0,381588;2,65713;0,784573;2,6658;1,59747
982;49;4,05;4,5;213;Estadio 5;2,6613;0,381518;2,65715;0,784465;2,66588;1,59582
982;49;4,05;4,5;213;Estadio 5;2,66126;0,38156;2,6572;0,784988;2,66583;1,59342
984;37;4,35;3,5;128;Estadio 4;2,6619;0,381823;2,65772;0,792273;2,66647;1,48674
984;37;4,35;3,5;128;Estadio 4;2,6619;0,38173;2,65773;0,792753;2,66648;1,48459
984;37;4,35;3,5;128;Estadio 4;2,66182;0,381795;2,6576;0,792183;2,66644;1,48607
984;37;4,35;3,5;128;Estadio 4;2,66188;0,381725;2,65761;0,791972;2,66642;1,48547
984;37;4,35;3,5;128;Estadio 4;2,66175;0,381717;2,65758;0,792429;2,66644;1,48885
984;37;4,35;3,5;128;Estadio 4;2,66181;0,381711;2,65766;0,792366;2,66641;1,48568
984;37;4,35;3,5;128;Estadio 4;2,66182;0,381728;2,65758;0,792252;2,66641;1,48797
984;37;4,35;3,5;128;Estadio 4;2,66173;0,38162;2,65752;0,792603;2,66635;1,48658
984;37;4,35;3,5;128;Estadio 4;2,66196;0,381377;2,6578;0,792137;2,66657;1,48397
984;37;4,35;3,5;128;Estadio 4;2,66205;0,381336;2,65787;0,791783;2,66669;1,48648
986;26;4,7;1,2;55;Estadio 2;2,66173;0,381794;2,65749;0,793252;2,6663;1,4941
986;26;4,7;1,2;55;Estadio 2;2,66172;0,381685;2,65749;0,793584;2,66632;1,49309
986;26;4,7;1,2;55;Estadio 2;2,66165;0,381746;2,65756;0,792822;2,6663;1,49206
986;26;4,7;1,2;55;Estadio 2;2,6616;0,38168;2,65756;0,79273;2,66629;1,49316
986;26;4,7;1,2;55;Estadio 2;2,66164;0,381663;2,65748;0,792489;2,66624;1,49555
986;26;4,7;1,2;55;Estadio 2;2,66165;0,38167;2,65746;0,792635;2,66625;1,49159
986;26;4,7;1,2;55;Estadio 2;2,6616;0,381644;2,65752;0,792305;2,66622;1,49454
986;26;4,7;1,2;55;Estadio 2;2,66155;0,381674;2,6574;0,791623;2,66616;1,49243
986;26;4,7;1,2;55;Estadio 2;2,66152;0,381627;2,65734;0,792223;2,66615;1,49121
986;26;4,7;1,2;55;Estadio 2;2,66154;0,381653;2,6574;0,791847;2,66615;1,49417
988;42;3,65;2,9;96;Estadio 4;2,66153;0,381748;2,65742;0,793395;2,66616;1,49838
988;42;3,65;2,9;96;Estadio 4;2,66153;0,381823;2,65736;0,793418;2,66607;1,49181
988;42;3,65;2,9;96;Estadio 4;2,66158;0,381718;2,65734;0,793325;2,66617;1,49282
988;42;3,65;2,9;96;Estadio 4;2,66147;0,381642;2,65737;0,793021;2,66614;1,4919
988;42;3,65;2,9;96;Estadio 4;2,66142;0,381703;2,65724;0,792749;2,66602;1,49376
988;42;3,65;2,9;96;Estadio 4;2,66145;0,381656;2,65725;0,793227;2,66606;1,49512
988;42;3,65;2,9;96;Estadio 4;2,66157;0,381641;2,65739;0,792684;2,66616;1,49414
988;42;3,65;2,9;96;Estadio 4;2,66166;0,381329;2,65748;0,792774;2,66623;1,49275
988;42;3,65;2,9;96;Estadio 4;2,66177;0,381274;2,65774;0,792675;2,66643;1,49841
988;42;3,65;2,9;96;Estadio 4;2,66188;0,381244;2,65782;0,792805;2,66647;1,49225
990;33;3,8;2,2;72;Estadio 3;2,66163;0,381881;2,65752;0,793283;2,66614;1,48973
990;33;3,8;2,2;72;Estadio 3;2,66161;0,38176;2,65748;0,793306;2,66608;1,48918
990;33;3,8;2,2;72;Estadio 3;2,66149;0,381823;2,65747;0,792841;2,66609;1,4917
990;33;3,8;2,2;72;Estadio 3;2,66153;0,381784;2,65741;0,793085;2,66609;1,49038
990;33;3,8;2,2;72;Estadio 3;2,66148;0,38179;2,6573;0,793356;2,66605;1,49071
990;33;3,8;2,2;72;Estadio 3;2,66151;0,381855;2,65733;0,7934;2,66602;1,49245
990;33;3,8;2,2;72;Estadio 3;2,66141;0,381794;2,65732;0,79331;2,66605;1,49128
990;33;3,8;2,2;72;Estadio 3;2,66145;0,381726;2,65733;0,792728;2,66607;1,49207
990;33;3,8;2,2;72;Estadio 3;2,66145;0,381774;2,65732;0,793525;2,66603;1,49036
990;33;3,8;2,2;72;Estadio 3;2,66146;0,381739;2,65735;0,793585;2,66602;1,48993
992;40;4,25;3,1;144;Estadio 4;2,66156;0,381747;2,65748;0,792264;2,66606;1,51827
992;40;4,25;3,1;144;Estadio 4;2,66147;0,381812;2,65737;0,792972;2,66602;1,51861
992;40;4,25;3,1;144;Estadio 4;2,66143;0,38171;2,65734;0,793347;2,66602;1,51715
992;40;4,25;3,1;144;Estadio 4;2,66149;0,381672;2,65732;0,793472;2,66603;1,514
992;40;4,25;3,1;144;Estadio 4;2,66145;0,381716;2,6573;0,79378;2,66597;1,51566
992;40;4,25;3,1;144;Estadio 4;2,66137;0,381756;2,65726;0,793739;2,66594;1,5106
992;40;4,25;3,1;144;Estadio 4;2,6614;0,381692;2,6573;0,793239;2,66596;1,51053
992;40;4,25;3,1;144;Estadio 4;2,66141;0,381763;2,65729;0,793141;2,66596;1,50904
992;40;4,25;3,1;144;Estadio 4;2,6614;0,381701;2,65721;0,794329;2,66594;1,51134
992;40;4,25;3,1;144;Estadio 4;2,66134;0,381697;2,65729;0,793021;2,66598;1,51231
994;29;4;1,9;65;Estadio 3;2,66145;0,381694;2,65735;0,833136;2,66606;1,51664
994;29;4;1,9;65;Estadio 3;2,66144;0,381692;2,65723;0,833142;2,66602;1,51498
994;29;4;1,9;65;Estadio 3;2,6615;0,381689;2,65734;0,832443;2,666;1,51557
994;29;4;1,9;65;Estadio 3;2,66141;0,381724;2,65722;0,832256;2,66599;1,51601
994;29;4;1,9;65;Estadio 3;2,66136;0,381747;2,6573;0,833121;2,66596;1,51482
994;29;4;1,9;65;Estadio 3;2,6614;0,381667;2,6572;0,832828;2,6659;1,51737
994;29;4;1,9;65;Estadio 3;2,66144;0,381646;2,65729;0,83301;2,66593;1,51516
994;29;4;1,9;65;Estadio 3;2,6614;0,381703;2,65724;0,832481;2,666;1,51671
994;29;4;1,9;65;Estadio 3;2,66133;0,38164;2,65724;0,832967;2,66591;1,51786
994;29;4;1,9;65;Estadio 3;2,66134;0,381623;2,65723;0,832954;2,6659;1,51798
995;25;4,5;1,2;23;Estadio 2;2,66151;0,38171;2,65728;0,831729;2,66599;1,51522
995;25;4,5;1,2;23;Estadio 2;2,66139;0,381732;2,65729;0,83235;2,66598;1,515
995;25;4,5;1,2;23;Estadio 2;2,66141;0,381774;2,65725;0,834187;2,66598;1,51597
995;25;4,5;1,2;23;Estadio 2;2,66135;0,381781;2,65721;0,832108;2,66595;1,51418
995;25;4,5;1,2;23;Estadio 2;2,66138;0,381686;2,65734;0,83239;2,66597;1,51523
995;25;4,5;1,2;23;Estadio 2;2,66131;0,381653;2,65725;0,832633;2,66591;1,51548
995;25;4,5;1,2;23;Estadio 2;2,66134;0,381673;2,65722;0,831923;2,66593;1,51366
995;25;4,5;1,2;23;Estadio 2;2,66127;0,381668;2,65717;0,830924;2,66592;1,51601
995;25;4,5;1,2;23;Estadio 2;2,66131;0,381616;2,65725;0,831076;2,66584;1,51638
995;25;4,5;1,2;23;Estadio 2;2,66149;0,381561;2,65723;0,830943;2,66598;1,51802
997;36;4,5;2,1;80;Estadio 3;2,66152;0,381711;2,65746;0,831199;2,66612;1,51291
997;36;4,5;2,1;80;Estadio 3;2,6614;0,381696;2,6573;0,830942;2,66599;1,5145
997;36;4,5;2,1;80;Estadio 3;2,66139;0,381724;2,65738;0,831583;2,66608;1,51703
997;36;4,5;2,1;80;Estadio 3;2,66141;0,381707;2,65729;0,832093;2,66596;1,51744
997;36;4,5;2,1;80;Estadio 3;2,66131;0,381652;2,65726;0,832186;2,66595;1,51897
997;36;4,5;2,1;80;Estadio 3;2,6614;0,38152;2,6573;0,831731;2,66595;1,52357
997;36;4,5;2,1;80;Estadio 3;2,66133;0,381699;2,65723;0,832054;2,66587;1,52116
997;36;4,5;2,1;80;Estadio 3;2,66127;0,381623;2,65721;0,832289;2,66594;1,5228
997;36;4,5;2,1;80;Estadio 3;2,66129;0,381648;2,65724;0,831021;2,6659;1,5178
997;36;4,5;2,1;80;Estadio 3;2,66128;0,381597;2,65719;0,830548;2,66581;1,51697
999;31;4,4;1,5;69;Estadio 3;2,66139;0,381837;2,65735;0,829707;2,66592;1,51832
999;31;4,4;1,5;69;Estadio 3;2,66149;0,381708;2,65726;0,831614;2,66605;1,5225
999;31;4,4;1,5;69;Estadio 3;2,66146;0,381675;2,6574;0,830799;2,66602;1,52112
999;31;4,4;1,5;69;Estadio 3;2,66143;0,381669;2,65738;0,830417;2,66606;1,51946
999;31;4,4;1,5;69;Estadio 3;2,66142;0,38162;2,65742;0,831163;2,66595;1,51996
999;31;4,4;1,5;69;Estadio 3;2,66141;0,381697;2,65737;0,830621;2,66603;1,51872
999;31;4,4;1,5;69;Estadio 3;2,66138;0,381673;2,65743;0,829891;2,66595;1,52045
999;31;4,4;1,5;69;Estadio 3;2,66132;0,381705;2,6573;0,830637;2,66595;1,52211
999;31;4,4;1,5;69;Estadio 3;2,66129;0,381668;2,65729;0,83025;2,6659;1,51971
999;31;4,4;1,5;69;Estadio 3;2,66131;0,381662;2,6572;0,830707;2,66592;1,51833
1001;38;3,85;3,4;112;Estadio 4;2,66163;0,381751;2,65759;0,830889;2,66621;1,51572
1001;38;3,85;3,4;112;Estadio 4;2,66163;0,381735;2,6575;0,831315;2,66621;1,51724
1001;38;3,85;3,4;112;Estadio 4;2,66151;0,38177;2,65743;0,831582;2,66607;1,51739
1001;38;3,85;3,4;112;Estadio 4;2,66158;0,381705;2,6575;0,830597;2,66604;1,51717
1001;38;3,85;3,4;112;Estadio 4;2,66155;0,381714;2,65739;0,83095;2,66607;1,51865
1001;38;3,85;3,4;112;Estadio 4;2,66151;0,381643;2,65746;0,831065;2,66602;1,51683
1001;38;3,85;3,4;112;Estadio 4;2,66148;0,381688;2,65739;0,830945;2,66605;1,51576
1001;38;3,85;3,4;112;Estadio 4;2,66149;0,381726;2,65736;0,830769;2,66601;1,51847
1001;38;3,85;3,4;112;Estadio 4;2,66151;0,38168;2,65735;0,831389;2,66606;1,51924
1001;38;3,85;3,4;112;Estadio 4;2,6615;0,381718;2,6574;0,831467;2,66601;1,51715
1003;30;3,9;1,7;66;Estadio 3;2,66146;0,381792;2,65724;0,831305;2,66598;1,51825
1003;30;3,9;1,7;66;Estadio 3;2,66143;0,381791;2,65728;0,831509;2,66596;1,51724
1003;30;3,9;1,7;66;Estadio 3;2,66143;0,381718;2,65739;0,831625;2,66604;1,51573
1003;30;3,9;1,7;66;Estadio 3;2,66137;0,381678;2,65727;0,832019;2,66594;1,5174
1003;30;3,9;1,7;66;Estadio 3;2,66142;0,381722;2,65734;0,831185;2,666;1,5173
1003;30;3,9;1,7;66;Estadio 3;2,66135;0,381662;2,65715;0,831863;2,66584;1,52
1003;30;3,9;1,7;66;Estadio 3;2,66137;0,381667;2,6572;0,831238;2,66579;1,51961
1003;30;3,9;1,7;66;Estadio 3;2,66137;0,381714;2,65729;0,830785;2,66592;1,51643
1003;30;3,9;1,7;66;Estadio 3;2,66128;0,381711;2,65721;0,831484;2,66587;1,51593
1003;30;3,9;1,7;66;Estadio 3;2,66129;0,381613;2,65712;0,830302;2,66587;1,51633
1005;35;4,6;1,4;72;Estadio 3;2,66132;0,381993;2,65717;0,832835;2,66584;1,52526
1005;35;4,6;1,4;72;Estadio 3;2,66118;0,382022;2,65714;0,832931;2,66583;1,52484
1005;35;4,6;1,4;72;Estadio 3;2,66151;0,381602;2,65744;0,831885;2,66609;1,52188
1005;35;4,6;1,4;72;Estadio 3;2,6613;0,381854;2,65722;0,832956;2,66592;1,52365
1005;35;4,6;1,4;72;Estadio 3;2,66146;0,381707;2,65732;0,831968;2,66597;1,52368
1005;35;4,6;1,4;72;Estadio 3;2,66125;0,381888;2,65714;0,832815;2,66578;1,52573
1005;35;4,6;1,4;72;Estadio 3;2,66154;0,381706;2,65727;0,83282;2,66602;1,52856
1005;35;4,6;1,4;72;Estadio 3;2,66138;0,38173;2,65723;0,832487;2,66591;1,52878
1005;35;4,6;1,4;72;Estadio 3;2,66165;0,381354;2,65764;0,832242;2,66622;1,52469
1005;35;4,6;1,4;72;Estadio 3;2,6617;0,381359;2,65764;0,832174;2,66623;1,52535
1007;41;4,1;3,01;124;Estadio 4;2,66151;0,381634;2,65737;0,830989;2,66603;1,6807
1007;41;4,1;3,01;124;Estadio 4;2,66157;0,38148;2,65731;0,831753;2,66607;1,67621
1007;41;4,1;3,01;124;Estadio 4;2,66141;0,381481;2,65727;0,83112;2,666;1,67539
1007;41;4,1;3,01;124;Estadio 4;2,66144;0,381458;2,65717;0,832242;2,66599;1,67398
1007;41;4,1;3,01;124;Estadio 4;2,66145;0,381436;2,65739;0,832148;2,66603;1,67569
1007;41;4,1;3,01;124;Estadio 4;2,66143;0,381392;2,65743;0,831064;2,66596;1,67612
1007;41;4,1;3,01;124;Estadio 4;2,66143;0,381381;2,65743;0,83139;2,66598;1,67731
1007;41;4,1;3,01;124;Estadio 4;2,66144;0,381426;2,65725;0,831664;2,66591;1,67664
1007;41;4,1;3,01;124;Estadio 4;2,66129;0,381413;2,65726;0,831499;2,66588;1,67927
1007;41;4,1;3,01;124;Estadio 4;2,66138;0,381406;2,65739;0,832178;2,66593;1,6773
1009;32;4,3;1,73;70;Estadio 3;2,66161;0,381508;2,65756;0,831993;2,6661;1,66922
1009;32;4,3;1,73;70;Estadio 3;2,66154;0,381476;2,65739;0,832291;2,6661;1,67367
1009;32;4,3;1,73;70;Estadio 3;2,66152;0,381458;2,65746;0,832016;2,66608;1,6683
1009;32;4,3;1,73;70;Estadio 3;2,66152;0,381566;2,65732;0,832155;2,66603;1,66992
1009;32;4,3;1,73;70;Estadio 3;2,6615;0,381543;2,65747;0,831962;2,6661;1,66935
1009;32;4,3;1,73;70;Estadio 3;2,66145;0,381486;2,65743;0,832178;2,66604;1,67262
1009;32;4,3;1,73;70;Estadio 3;2,66147;0,381496;2,65746;0,831099;2,66602;1,67041
1009;32;4,3;1,73;70;Estadio 3;2,66144;0,381548;2,6572;0,832924;2,66594;1,67341
1009;32;4,3;1,73;70;Estadio 3;2,66144;0,381456;2,65733;0,832323;2,66594;1,67048
1009;32;4,3;1,73;70;Estadio 3;2,66133;0,381522;2,65722;0,832927;2,66589;1,6685
1011;27;4,6;0,9;56;Estadio 2;2,66165;0,381504;2,65764;0,831986;2,66616;1,66688
1011;27;4,6;0,9;56;Estadio 2;2,66149;0,381556;2,65744;0,832531;2,66604;1,66224
1011;27;4,6;0,9;56;Estadio 2;2,6616;0,381499;2,65747;0,831839;2,66605;1,65812
1011;27;4,6;0,9;56;Estadio 2;2,66153;0,381506;2,65749;0,832046;2,66609;1,66041
1011;27;4,6;0,9;56;Estadio 2;2,66146;0,381552;2,65745;0,831196;2,666;1,66083
1011;27;4,6;0,9;56;Estadio 2;2,66146;0,381511;2,65729;0,8323;2,66593;1,66117
1011;27;4,6;0,9;56;Estadio 2;2,6614;0,38153;2,65735;0,832114;2,66596;1,66282
1011;27;4,6;0,9;56;Estadio 2;2,66148;0,381462;2,65729;0,83213;2,6659;1,66009
1011;27;4,6;0,9;56;Estadio 2;2,6615;0,381551;2,65729;0,832523;2,66603;1,65936
1011;27;4,6;0,9;56;Estadio 2;2,66147;0,381504;2,65726;0,832467;2,66593;1,65912
1013;34;4,4;1,8;74;Estadio 3;2,66155;0,381598;2,65743;0,833238;2,66604;1,65374
1013;34;4,4;1,8;74;Estadio 3;2,6615;0,381525;2,65739;0,832765;2,6661;1,64915
1013;34;4,4;1,8;74;Estadio 3;2,66157;0,381504;2,65754;0,83308;2,66611;1,65171
1013;34;4,4;1,8;74;Estadio 3;2,66145;0,381519;2,65734;0,833279;2,66603;1,65297
1013;34;4,4;1,8;74;Estadio 3;2,6615;0,381511;2,65739;0,832715;2,66601;1,65099
1013;34;4,4;1,8;74;Estadio 3;2,66148;0,38146;2,65737;0,832851;2,66597;1,65229
1013;34;4,4;1,8;74;Estadio 3;2,66142;0,381454;2,65733;0,831849;2,66598;1,65038
1013;34;4,4;1,8;74;Estadio 3;2,66147;0,381561;2,65735;0,832329;2,66605;1,65402
1013;34;4,4;1,8;74;Estadio 3;2,66148;0,38152;2,65739;0,83414;2,66606;1,65495
1013;34;4,4;1,8;74;Estadio 3;2,66138;0,381457;2,65739;0,83291;2,66603;1,65341
1015;28;4,5;1,2;64;Estadio 3;2,6615;0,381522;2,6574;0,833789;2,66609;1,65266
1015;28;4,5;1,2;64;Estadio 3;2,66143;0,381605;2,65736;0,833307;2,66596;1,65629
1015;28;4,5;1,2;64;Estadio 3;2,66151;0,381501;2,65743;0,832661;2,66604;1,65388
1015;28;4,5;1,2;64;Estadio 3;2,66149;0,381461;2,65732;0,832595;2,66601;1,66265
1015;28;4,5;1,2;64;Estadio 3;2,66155;0,381429;2,65741;0,833527;2,66602;1,65676
1015;28;4,5;1,2;64;Estadio 3;2,66145;0,381442;2,65727;0,833008;2,66602;1,65785
1015;28;4,5;1,2;64;Estadio 3;2,66143;0,381447;2,65738;0,833286;2,66599;1,65679
1015;28;4,5;1,2;64;Estadio 3;2,6614;0,381437;2,65743;0,832874;2,66597;1,65646
1015;28;4,5;1,2;64;Estadio 3;2,66146;0,381376;2,65731;0,833826;2,66595;1,66481
1015;28;4,5;1,2;64;Estadio 3;2,66139;0,381429;2,65731;0,833362;2,66599;1,6631
1017;39;3,75;2,9;112;Estadio 4;2,66158;0,38152;2,65753;0,832228;2,6661;1,65007
1017;39;3,75;2,9;112;Estadio 4;2,66149;0,381563;2,65733;0,832491;2,66598;1,6476
1017;39;3,75;2,9;112;Estadio 4;2,6614;0,381511;2,65739;0,832965;2,666;1,65026
1017;39;3,75;2,9;112;Estadio 4;2,66148;0,381561;2,65744;0,832496;2,66605;1,64816
1017;39;3,75;2,9;112;Estadio 4;2,66143;0,38153;2,65733;0,832887;2,666;1,64701
1017;39;3,75;2,9;112;Estadio 4;2,66151;0,381449;2,65742;0,83207;2,66604;1,64658
1017;39;3,75;2,9;112;Estadio 4;2,66165;0,381238;2,65768;0,832787;2,66618;1,6516
